country,ccias.rich,ccias.poor,ccias.fatal,Between.Inequality.Wide,Between.Redistribution,Between.Migration,Between.Fairness,Moralization,Moral.Outrage,Position.Own.Country,General.Trust.Inst,trust.institution,Horizontal.Trust,zero.sum,meritocracy,social.dominance,eco.system.just,identif.country,identif.world,subjective.ses,Pol.Orientation,Age,Gender,Education,Gender_fac
uk,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,25,3,5,5,7,8,38,1,18,1
uk,4,2,4,5,4,3,2,3,3,5,5,35,3,1,4,25,31,7,4,6,7,61,1,18,1
uk,3,3,2,4,3,4,2,3,3,4,4,375,3,4,4,25,3,4,3,6,6,37,2,19,2
uk,4,3,3,5,5,5,4,4,3,5,3,375,3,3,4,125,37,5,3,6,6,36,1,20,1
uk,3,2,4,4,2,3,2,3,3,4,4,175,2,1,4,225,29,2,1,2,5,43,1,13,1
uk,5,1,1,5,1,3,1,5,5,5,1,1,1,5,1,25,11,1,1,5,6,37,1,18,1
uk,4,3,2,5,4,3,1,5,5,5,5,45,3,5,4,175,33,6,4,6,6,36,1,13,1
uk,5,2,1,5,3,3,1,4,4,5,4,15,3,4,4,3,21,4,2,4,6,55,1,17,1
ita,4,2,3,5,3,4,2,3,3,4,5,4,3,3,3,225,29,5,4,7,4,23,1,17,1
ita,5,1,2,5,3,5,1,5,4,5,5,3,4,4,3,175,17,4,6,4,3,22,2,16,2
ita,5,1,1,5,5,5,1,5,5,4,5,375,2,5,1,1,1,6,5,6,2,24,2,18,2
ita,5,2,1,5,4,4,5,4,3,5,5,35,4,4,4,175,21,7,5,7,4,28,2,22,2
ita,4,2,1,5,4,5,2,4,4,4,4,325,2,4,3,15,3,4,3,7,4,21,2,16,2
ita,4,2,1,5,4,4,1,5,5,5,4,175,3,4,2,1,13,4,3,5,2,22,1,17,1
ita,5,2,2,5,4,5,2,3,3,4,5,4,4,4,3,125,26,4,3,7,3,24,1,17,1
ita,4,2,2,4,2,3,2,4,3,3,4,4,3,4,4,225,26,6,3,6,4,24,1,18,1
ita,4,2,2,4,3,3,5,5,3,5,5,425,3,2,4,15,18,6,5,6,3,34,1,16,1
ita,5,1,2,5,5,5,4,5,5,4,5,3,4,5,2,125,15,2,2,7,3,32,2,18,2
ita,3,3,3,5,1,4,1,5,3,5,4,35,3,4,3,275,29,4,4,5,6,38,1,18,1
ita,4,2,1,5,2,5,1,5,3,5,5,NA,2,4,4,125,24,2,5,5,4,23,2,17,2
ita,4,2,1,5,4,5,1,5,3,3,3,275,2,3,2,225,22,2,2,6,4,40,2,18,2
ita,5,1,2,5,3,3,1,4,4,4,5,35,2,4,3,15,26,5,4,7,6,30,2,14,2
ita,3,3,1,5,4,4,1,5,4,5,5,35,4,3,2,1,26,4,6,7,5,37,1,20,1
ita,4,1,2,5,4,5,1,5,4,5,5,425,4,4,4,15,18,7,7,6,2,36,1,18,1
ita,4,2,2,5,2,4,1,4,4,5,5,25,2,3,4,225,2,4,2,7,6,32,1,18,1
ita,4,1,3,4,3,4,2,4,3,1,5,NA,3,3,4,2,25,6,4,6,4,22,1,17,1
ita,4,1,1,5,5,5,5,5,5,3,5,45,4,4,3,1,19,7,7,8,4,45,2,13,2
ita,3,3,2,5,5,5,3,5,5,1,4,275,4,3,3,2,32,4,2,3,3,40,1,18,1
ita,5,1,1,5,3,5,1,5,3,5,5,NA,1,5,3,1,17,3,4,7,1,25,2,18,2
ita,4,1,1,5,3,2,2,4,4,3,4,35,3,3,3,1,22,3,4,6,3,18,2,13,2
ita,5,3,1,5,5,3,1,5,3,3,3,225,3,3,3,175,2,7,5,7,4,41,1,19,1
ita,4,2,1,5,4,4,2,3,4,4,4,325,2,1,3,1,24,4,3,7,3,22,1,16,1
ita,5,1,2,4,5,3,1,4,4,1,5,275,2,4,4,25,14,2,4,6,1,34,1,18,1
ita,5,1,1,5,4,4,1,5,4,4,4,45,2,4,1,125,16,5,7,4,4,23,2,17,2
ita,3,2,2,5,5,5,2,3,3,3,3,275,3,2,3,175,28,3,5,2,4,25,2,18,2
ita,5,2,1,5,5,5,2,4,4,4,4,4,3,3,3,125,17,4,3,4,4,22,1,15,1
ita,5,2,1,4,3,4,2,4,4,3,4,3,3,4,2,1,17,5,4,6,3,28,2,18,2
ita,4,2,2,5,3,4,2,4,4,4,4,3,3,4,3,15,23,6,5,6,4,24,2,18,2
ita,5,1,2,5,5,5,1,5,4,4,5,NA,4,3,2,1,11,4,7,6,1,22,2,18,2
ita,4,1,2,5,3,5,2,5,4,4,4,3,2,4,2,175,19,3,5,7,3,26,1,18,1
ita,4,3,4,4,3,4,3,4,3,2,4,4,4,3,3,225,33,1,2,5,6,23,1,13,1
ita,5,2,2,5,2,3,2,4,3,5,5,NA,3,3,3,1,18,6,3,6,4,28,1,25,1
ita,3,3,1,3,4,4,2,4,3,4,5,4,3,3,3,175,22,5,3,6,3,32,1,18,1
ita,5,1,1,5,4,5,1,3,4,3,5,45,3,4,3,225,3,5,6,7,4,25,2,23,2
ita,4,3,2,5,3,4,3,4,4,4,4,275,2,4,3,125,19,5,5,7,7,22,2,17,2
ita,4,1,1,4,3,4,2,4,4,4,4,NA,3,3,2,15,22,6,5,7,4,26,2,19,2
ita,5,3,1,5,1,4,1,5,4,3,3,275,3,4,4,3,25,4,2,7,4,21,1,15,1
ita,5,2,1,5,5,5,2,5,4,5,5,35,3,5,3,1,22,6,5,7,2,20,1,14,1
ita,3,2,1,4,1,4,2,3,4,5,5,325,3,2,3,2,26,5,4,7,3,28,2,16,2
ita,4,2,2,4,3,3,2,4,3,4,4,3,3,2,3,2,22,5,4,7,5,36,1,14,1
ita,4,1,2,4,3,4,2,5,3,4,5,375,3,5,5,3,3,4,6,7,7,28,1,16,1
ita,4,1,1,3,5,5,2,4,4,3,3,NA,4,4,2,15,27,3,7,4,3,25,1,17,1
ita,4,3,3,4,1,3,3,4,3,3,4,35,1,3,2,15,21,3,3,4,3,33,1,15,1
ita,5,1,1,5,4,4,2,5,3,4,5,35,2,3,2,175,2,3,4,6,3,25,2,18,2
ita,4,3,2,3,3,3,2,4,4,4,5,25,1,4,4,15,22,2,2,7,6,26,2,13,2
ita,5,2,1,5,4,5,1,5,4,4,4,NA,1,4,4,1,12,3,2,6,4,22,1,15,1
ita,5,2,2,4,3,3,2,4,3,4,1,1,2,4,3,25,17,6,3,7,9,34,1,14,1
ita,3,4,1,5,2,3,2,4,5,5,5,25,2,1,3,325,13,5,2,6,9,18,1,13,1
ita,5,2,2,5,4,4,2,5,4,4,4,NA,3,4,2,15,21,5,4,7,6,29,2,18,2
ita,4,2,3,4,5,4,2,5,4,4,4,3,2,4,3,125,22,4,3,6,1,32,1,12,1
ita,4,2,3,4,3,4,2,3,3,1,4,275,2,3,2,2,23,4,3,6,3,37,1,13,1
ita,5,2,1,4,4,2,2,5,5,3,5,25,1,4,3,15,23,5,3,5,6,27,2,20,2
ita,5,2,4,4,2,5,2,3,3,3,4,NA,2,4,3,225,28,3,2,7,4,25,1,17,1
ita,5,1,1,5,5,5,1,5,4,1,5,325,3,3,3,125,1,3,6,6,1,26,1,17,1
ita,5,2,3,5,3,5,1,5,4,4,5,NA,1,4,3,175,19,1,7,3,6,26,1,15,1
ita,5,3,2,4,5,4,2,4,3,5,3,375,4,5,3,25,26,7,6,6,5,22,1,15,1
ita,4,2,1,4,1,1,2,3,3,4,1,1,3,4,2,225,19,5,7,7,6,41,1,12,1
ita,4,1,2,4,3,4,2,4,3,4,3,4,2,4,3,175,23,5,3,5,6,22,1,16,1
ita,5,1,1,5,3,4,1,5,2,5,5,35,3,3,2,1,13,5,4,9,2,37,1,18,1
ita,4,1,1,5,3,4,2,4,4,4,5,35,3,4,3,1,16,4,4,7,3,25,2,19,2
ita,5,2,3,5,5,5,1,5,5,4,4,275,3,5,3,1,21,4,5,5,2,27,2,20,2
ita,4,3,3,4,4,4,2,2,3,4,3,4,3,4,3,325,31,2,2,4,6,24,1,9,1
ita,4,2,3,5,2,4,2,4,3,3,1,1,1,3,2,225,24,2,2,6,6,27,2,18,2
ita,4,1,1,4,5,5,3,3,3,4,4,375,1,4,3,175,23,3,3,5,1,20,2,15,2
ita,3,3,3,3,4,4,3,3,3,4,4,35,3,2,3,3,29,2,4,6,6,24,2,23,2
ita,4,2,2,5,4,5,1,4,4,3,4,NA,3,3,3,1,17,5,5,5,3,28,2,21,2
ita,5,2,1,5,5,5,1,5,5,2,2,1,1,5,1,1,14,2,1,4,2,23,3,14,3
ita,5,2,2,5,4,3,2,5,3,3,4,325,4,4,3,15,16,3,6,4,4,32,1,19,1
ita,4,2,2,5,3,4,2,4,4,5,4,4,3,4,3,35,31,2,5,8,4,23,1,15,1
ita,5,1,1,5,5,5,1,5,5,5,5,4,2,4,2,1,14,5,4,6,1,23,2,17,2
ita,4,2,2,4,5,4,2,4,3,4,5,2,3,4,3,175,24,3,4,5,6,24,1,13,1
ita,4,2,1,5,4,5,2,5,4,4,5,3,2,4,3,175,22,5,2,7,5,29,1,18,1
ita,3,3,3,5,5,5,2,4,4,3,3,275,3,3,3,25,33,2,3,3,2,24,1,17,1
ita,4,2,2,4,2,5,2,5,4,4,4,NA,4,4,3,175,19,4,2,6,3,19,2,14,2
ita,4,1,1,5,3,5,2,4,4,4,5,NA,4,2,2,175,2,3,5,6,4,32,1,16,1
ita,4,4,2,4,4,3,2,4,3,4,4,NA,2,4,4,25,29,4,6,7,4,25,2,19,2
ita,4,2,1,4,3,3,2,4,3,2,4,NA,1,2,3,1,22,2,4,3,1,23,3,16,3
ita,5,1,1,5,2,4,2,4,4,5,5,275,3,4,3,15,2,3,5,8,3,26,1,19,1
ita,4,3,1,5,4,4,2,4,3,4,4,375,3,4,4,1,25,3,6,7,3,25,1,18,1
ita,3,2,5,2,2,5,4,2,1,4,4,375,2,2,4,225,39,5,5,7,8,23,1,17,1
ita,4,1,1,5,4,4,1,5,4,3,4,NA,3,4,3,125,17,3,5,7,4,20,2,15,2
ita,4,1,2,5,2,5,1,5,4,4,5,3,3,3,2,15,13,3,5,7,3,28,1,18,1
ita,4,2,1,5,5,5,1,5,5,3,5,NA,3,3,2,275,17,3,2,4,10,36,2,14,2
ita,5,1,1,5,4,5,1,5,4,5,5,4,4,3,2,15,13,4,4,7,3,24,1,18,1
ita,5,2,1,5,5,5,1,5,3,3,4,NA,2,4,3,175,16,3,5,6,4,21,1,11,1
ita,4,1,2,5,4,5,3,4,4,3,4,NA,2,3,4,225,18,5,5,6,2,20,2,15,2
ita,4,2,1,4,4,5,3,4,4,3,3,275,3,4,2,15,17,2,4,7,4,23,2,16,2
ita,5,4,1,4,2,3,1,5,4,3,4,5,3,4,4,15,25,3,2,4,4,26,2,19,2
ita,5,2,3,5,1,4,1,5,5,2,5,275,3,4,3,2,17,3,2,5,1,26,1,21,1
ita,4,2,2,5,3,5,1,5,3,4,5,NA,2,3,3,125,24,4,5,4,3,21,1,16,1
ita,5,1,1,4,4,4,1,5,4,3,5,NA,1,5,3,15,24,4,4,5,1,19,2,15,2
ita,4,1,4,5,4,4,2,4,1,3,3,NA,3,1,4,25,24,1,4,5,6,45,1,18,1
ita,4,3,1,5,1,4,2,4,4,5,4,NA,2,4,4,1,25,4,3,5,4,36,2,20,2
ita,3,1,1,4,1,3,2,4,3,4,2,275,1,3,3,275,22,2,2,5,6,21,1,16,1
ita,4,3,3,4,3,3,2,3,3,3,3,275,3,3,3,2,35,6,4,7,6,28,1,18,1
ita,5,1,1,4,4,5,1,3,3,3,4,NA,3,3,3,1,14,4,3,6,3,22,2,16,2
ita,4,2,2,5,2,3,1,4,3,5,5,225,2,2,4,15,17,2,2,4,2,27,1,20,1
ita,4,2,1,5,4,5,1,5,4,5,5,45,4,2,3,15,16,5,6,7,4,23,1,18,1
ita,3,4,3,5,3,4,2,4,3,4,5,375,3,4,4,225,3,4,4,7,4,26,2,18,2
ita,5,2,1,5,3,4,1,5,4,4,3,15,1,2,3,1,18,6,3,4,3,32,2,13,2
ita,5,2,3,5,2,4,3,4,1,5,5,NA,4,4,4,1,24,6,5,7,6,23,2,17,2
ita,3,2,3,5,2,3,2,4,3,4,4,325,2,2,2,125,26,3,4,6,2,24,2,18,2
ita,4,1,2,4,2,2,3,4,3,5,5,375,4,3,4,25,19,3,5,7,3,26,1,17,1
ita,5,3,2,5,5,3,1,5,5,3,1,175,1,5,3,2,19,7,4,4,1,44,1,17,1
ita,5,1,1,5,5,5,2,5,4,3,5,4,3,5,3,125,17,2,4,5,2,22,2,15,2
ita,4,2,3,4,3,3,2,4,3,3,4,NA,1,4,3,2,24,3,3,4,6,28,2,22,2
ita,4,2,1,4,1,4,2,3,3,5,4,375,3,2,4,175,27,3,5,6,3,25,1,17,1
ita,4,2,2,4,3,4,2,4,3,5,4,25,3,4,3,2,28,6,4,6,8,22,1,16,1
ita,4,3,3,4,4,5,3,4,3,3,4,3,3,4,4,2,32,4,5,5,4,30,2,25,2
ita,5,3,2,5,5,5,1,5,4,5,3,4,1,4,4,15,25,4,4,7,6,24,2,21,2
ita,4,3,1,4,3,4,2,5,4,3,4,NA,3,4,3,2,24,5,4,4,3,26,2,20,2
ita,4,2,2,4,4,4,2,5,4,3,4,NA,2,2,3,175,19,6,3,7,4,20,2,15,2
ita,5,2,1,5,3,5,1,4,3,3,5,45,3,5,4,1,17,2,7,3,1,19,2,14,2
ita,4,2,1,5,4,4,2,3,4,3,4,35,2,4,3,225,24,2,5,3,4,26,2,18,2
ita,4,2,1,5,3,3,1,4,3,4,5,25,3,3,3,275,23,4,5,7,5,43,2,26,2
ita,4,2,3,5,5,5,1,5,5,3,5,NA,4,3,3,125,15,2,4,7,2,28,1,20,1
ita,4,2,2,4,3,2,2,3,4,5,5,475,2,3,4,225,34,5,7,6,7,25,2,20,2
ita,3,3,4,3,4,4,1,5,5,4,3,35,1,3,3,125,34,5,2,6,6,21,2,15,2
ita,4,2,1,4,4,5,3,4,4,3,4,NA,2,4,4,25,28,4,3,4,5,25,2,19,2
ita,4,2,3,4,4,3,2,4,3,2,4,325,4,3,3,225,2,4,3,5,4,22,2,18,2
ita,4,2,1,4,3,4,3,4,3,4,4,25,1,3,3,15,25,2,4,7,4,22,1,16,1
ita,4,2,2,5,3,4,1,4,4,5,4,325,4,4,4,1,24,3,5,4,6,23,1,16,1
ita,4,3,2,4,3,4,3,2,3,3,3,NA,3,3,3,275,35,2,2,6,5,21,1,16,1
ita,4,2,1,4,4,4,2,4,3,3,3,375,3,4,3,225,31,6,4,6,6,32,1,18,1
ita,5,3,1,5,3,4,1,4,4,4,4,225,2,3,3,2,23,3,5,6,4,33,2,18,2
ita,4,2,2,4,3,3,2,4,4,3,4,NA,4,3,3,2,23,4,3,7,4,24,2,16,2
ita,5,2,2,5,5,4,2,4,4,5,5,325,2,4,2,15,2,4,6,4,2,29,3,17,3
ita,3,3,1,5,4,5,2,5,4,2,5,3,3,4,4,1,25,4,5,5,6,23,2,14,2
ita,5,3,1,5,5,5,2,5,3,3,5,1,3,5,3,1,21,6,4,3,7,27,1,13,1
ita,4,3,1,5,4,4,5,5,5,4,5,35,3,2,3,225,24,3,3,7,4,46,1,13,1
ita,5,3,2,4,1,4,2,3,4,4,2,1,1,4,3,275,26,4,3,3,7,23,1,16,1
ita,5,2,1,5,2,4,1,5,3,5,1,1,2,5,2,125,1,1,3,1,7,33,1,13,1
ita,4,3,2,5,3,4,2,3,4,3,5,35,2,4,4,175,24,6,4,6,5,20,1,15,1
ita,4,3,1,5,4,3,2,4,3,3,4,NA,2,3,3,225,27,4,3,7,3,24,2,19,2
ita,3,2,1,4,3,3,2,4,4,3,4,4,3,3,3,2,27,4,4,5,6,30,2,18,2
ita,4,3,2,5,4,4,2,3,4,4,4,NA,2,3,3,15,26,5,4,7,3,23,1,16,1
ita,5,3,3,5,2,4,1,4,5,4,4,225,3,3,3,25,24,4,3,6,4,24,1,17,1
ita,4,2,2,4,2,5,3,3,3,5,5,25,4,4,2,175,25,5,5,4,4,22,1,17,1
ita,4,3,2,3,2,2,3,2,1,2,2,1,2,4,4,275,35,3,2,6,6,63,1,15,1
ita,2,5,2,5,1,1,3,3,4,4,5,4,1,4,3,325,35,7,7,8,1,34,1,14,1
ita,4,2,1,5,1,5,1,5,5,4,4,NA,2,3,3,1,14,5,7,7,2,21,2,13,2
ita,4,1,1,5,4,5,1,5,4,3,5,NA,4,4,3,15,15,7,2,4,3,19,2,16,2
ita,5,2,2,5,3,5,1,1,3,5,5,NA,3,2,2,1,27,7,6,6,4,24,1,20,1
ita,3,4,3,3,1,4,3,2,3,3,4,375,3,2,3,2,28,4,3,7,5,31,1,16,1
ita,4,3,2,5,4,4,1,4,3,3,4,NA,3,4,3,175,28,4,3,6,4,23,2,18,2
ita,4,3,3,4,3,4,3,4,3,3,4,4,3,4,4,125,24,5,3,8,4,21,2,16,2
ita,5,3,3,4,4,5,2,4,4,4,5,NA,2,4,4,325,34,1,6,4,8,23,2,16,2
ita,4,1,1,4,3,5,4,4,4,4,5,475,2,4,2,15,16,5,4,7,6,27,1,14,1
ita,3,3,1,3,1,2,3,3,2,4,3,325,2,3,2,3,22,2,2,3,4,20,1,15,1
ita,3,1,2,5,4,3,2,4,3,5,2,NA,3,2,2,175,13,4,5,5,2,19,1,13,1
ita,4,3,4,5,4,5,2,5,3,4,4,4,2,4,4,1,31,6,6,8,2,23,2,17,2
ita,5,1,2,5,4,5,1,5,3,5,4,375,4,4,3,1,15,2,3,7,4,24,1,19,1
ita,4,3,3,5,4,5,3,5,4,4,5,4,4,5,3,15,24,6,5,8,6,25,2,18,2
ita,5,1,3,5,4,5,2,5,3,4,5,NA,4,4,3,125,17,6,5,6,3,20,2,15,2
ita,3,2,2,5,3,5,1,4,3,5,5,45,2,2,3,225,23,3,2,8,4,24,1,18,1
ita,5,2,1,5,4,4,2,5,4,4,5,375,4,3,3,1,15,4,7,7,1,27,2,20,2
ita,3,3,2,4,4,3,2,4,3,4,5,25,3,3,4,175,21,6,6,8,5,54,1,19,1
ita,4,2,1,4,2,4,2,4,3,4,3,325,2,4,3,15,21,5,4,7,4,21,1,16,1
ita,3,1,3,4,2,3,2,3,2,4,5,NA,2,3,4,225,32,3,4,6,2,19,1,14,1
ita,5,2,1,4,4,5,1,4,4,4,5,35,1,3,3,15,18,4,6,6,5,23,1,16,1
ita,5,3,2,5,2,4,2,5,3,3,5,275,2,4,3,125,2,5,2,5,6,25,2,16,2
ita,4,2,2,4,3,3,2,4,3,3,4,325,3,3,4,225,26,2,3,7,4,29,1,17,1
ita,3,4,2,5,4,4,2,4,2,3,4,5,3,1,4,35,28,4,4,4,3,24,1,18,1
ita,5,3,2,5,5,5,1,5,5,4,5,NA,3,5,4,1,18,3,5,4,6,22,2,16,2
ita,5,3,2,5,3,3,2,4,3,4,3,175,3,3,3,2,18,7,2,8,3,25,2,18,2
ita,4,2,2,5,4,3,2,4,2,5,5,375,2,3,3,225,22,5,4,8,4,22,1,17,1
ita,4,2,1,5,4,4,1,4,3,5,5,325,3,3,2,2,2,4,4,7,3,32,1,18,1
ita,5,1,1,5,1,5,1,5,4,3,5,1,1,4,1,1,11,5,3,3,1,29,2,20,2
ita,5,2,1,5,2,5,1,5,5,5,5,3,3,5,4,1,1,4,6,5,1,26,1,20,1
ita,4,1,1,5,4,4,1,4,4,5,5,375,5,3,3,1,13,5,4,7,4,22,1,18,1
ita,5,1,2,5,5,5,1,5,5,4,5,3,2,3,2,1,14,7,7,7,3,24,2,18,2
ita,4,2,2,5,1,5,2,4,4,3,5,3,3,4,3,15,22,3,5,7,7,27,1,23,1
ita,4,3,2,5,2,3,1,3,2,4,5,NA,5,3,4,25,23,5,4,6,5,23,1,13,1
ita,5,2,1,5,3,5,1,4,5,4,5,NA,3,4,4,125,19,5,5,6,4,24,2,18,2
ita,4,3,3,5,4,4,2,5,4,4,5,45,3,2,4,1,22,7,7,6,6,48,1,13,1
ita,4,2,3,4,3,3,2,4,3,3,4,NA,3,3,3,275,32,4,4,4,4,23,1,17,1
ita,5,2,3,5,2,3,1,5,5,4,3,25,2,3,2,1,12,5,3,4,2,25,2,18,2
ita,5,1,1,5,5,5,1,5,5,4,4,3,1,5,2,1,16,2,3,5,1,26,3,19,3
ita,5,1,1,5,2,4,1,4,4,4,5,NA,2,4,4,2,26,5,4,7,3,28,2,20,2
ita,4,2,1,5,4,4,1,5,5,5,5,325,3,4,2,1,16,5,4,6,2,36,1,16,1
ita,5,2,1,5,1,4,1,4,3,1,5,275,2,5,3,15,15,3,2,6,3,30,1,20,1
ita,4,4,3,5,4,3,1,4,4,5,4,3,3,3,3,15,29,5,4,6,5,28,1,18,1
ita,5,1,1,5,3,4,2,4,4,4,5,5,3,4,3,1,21,5,5,7,4,21,2,17,2
ita,4,1,2,5,5,5,2,5,4,5,4,35,3,4,3,1,23,2,4,5,6,28,2,13,2
ita,5,2,2,5,4,5,1,5,4,5,5,35,4,4,4,15,27,5,4,7,4,23,1,18,1
ita,3,4,2,3,2,3,2,4,2,4,3,25,3,3,4,275,36,7,4,8,6,48,2,17,2
ita,5,2,1,5,5,5,1,5,4,3,5,15,1,5,4,1,17,4,3,4,5,30,2,24,2
ita,4,2,1,5,3,4,2,4,4,4,4,35,2,4,3,25,26,5,3,4,7,53,2,15,2
ita,5,2,1,5,4,5,2,5,4,2,5,NA,2,5,4,1,19,3,4,4,3,22,2,15,2
ita,4,3,3,4,4,2,2,4,3,5,4,175,1,2,3,225,29,2,6,6,8,28,1,16,1
ita,5,2,4,5,1,3,1,4,4,2,4,1,3,4,3,2,27,2,3,4,9,21,1,11,1
ita,5,2,2,5,3,5,1,5,5,4,5,NA,4,4,3,225,25,2,1,4,3,38,1,15,1
ita,5,2,1,5,5,5,2,5,4,3,4,NA,2,5,3,1,18,5,3,7,1,23,2,17,2
ita,4,1,2,5,4,4,1,4,4,4,5,375,3,4,2,1,19,5,7,7,4,25,2,19,2
ita,4,1,1,4,4,4,1,5,4,4,5,35,3,3,3,15,17,4,6,7,3,27,2,18,2
ita,4,3,2,4,2,4,3,2,4,5,4,4,2,3,3,225,31,2,3,4,4,28,1,15,1
ita,5,3,2,5,4,4,1,5,5,4,4,3,3,4,3,125,2,4,4,5,4,27,1,19,1
ita,5,1,1,5,2,5,1,5,4,3,4,325,4,4,3,1,16,1,7,5,2,59,2,18,2
ita,5,2,1,5,4,4,2,5,5,4,4,2,4,5,3,125,2,2,5,7,1,25,1,17,1
ita,3,3,2,2,1,1,3,3,1,4,1,125,2,3,3,3,36,2,3,7,8,35,1,18,1
ita,4,1,1,4,2,5,2,4,3,2,4,NA,2,4,3,125,2,5,3,2,3,22,2,17,2
ita,4,2,2,5,3,4,4,4,4,4,3,45,2,4,4,2,26,4,4,6,6,24,2,22,2
ita,5,1,2,5,5,3,2,4,4,3,5,375,2,5,3,125,13,3,4,5,1,23,2,18,2
ita,4,2,1,5,3,4,2,5,4,3,4,325,3,4,3,125,17,2,4,3,4,22,2,16,2
ita,4,2,2,5,4,3,3,5,4,4,4,325,3,2,2,2,18,7,4,7,6,47,1,18,1
ita,4,2,2,5,4,5,1,5,4,1,4,4,2,2,3,125,12,4,4,4,3,28,1,18,1
ita,4,3,2,5,1,5,1,3,3,1,4,4,1,5,3,125,21,4,1,6,5,24,1,15,1
ita,5,2,2,5,4,4,1,5,4,4,5,275,3,3,3,1,2,5,4,6,1,22,2,19,2
ita,4,2,1,5,3,5,2,5,4,4,5,NA,3,4,2,1,15,3,5,7,1,27,2,18,2
ita,5,1,1,5,5,5,1,5,5,2,5,25,2,5,2,1,1,2,4,3,1,24,2,13,2
ita,5,4,3,4,5,4,2,4,4,3,4,275,3,3,4,35,28,3,4,5,7,32,1,18,1
ita,5,1,3,5,5,5,1,5,5,4,5,NA,3,4,4,1,18,7,4,7,2,25,2,18,2
ita,4,2,1,5,4,2,1,5,3,5,4,4,3,5,4,2,24,5,4,7,7,36,2,17,2
ita,5,2,1,5,5,5,1,5,5,4,5,3,3,5,3,1,14,4,7,6,2,42,2,20,2
ita,4,1,2,5,2,4,2,4,5,3,4,45,4,4,3,15,17,5,6,7,3,22,2,16,2
ita,4,2,3,5,3,4,1,4,3,5,5,475,2,2,4,15,29,2,2,7,4,24,1,18,1
ita,4,3,3,4,3,4,3,3,4,4,3,275,3,4,4,175,21,5,4,6,6,26,1,25,1
ita,5,1,2,5,3,4,1,5,5,4,4,3,2,4,3,125,16,3,2,5,3,22,2,17,2
ita,5,3,1,5,5,5,1,5,5,5,5,325,3,5,2,1,12,4,3,4,3,26,1,13,1
ita,5,1,1,5,4,5,2,5,5,3,4,45,4,3,3,1,13,3,6,5,3,21,2,18,2
ita,4,1,1,5,5,5,1,5,5,4,5,225,3,1,2,1,12,3,3,5,1,24,2,16,2
ita,3,3,2,4,3,4,2,4,4,5,3,NA,2,3,3,225,28,2,3,4,5,31,1,19,1
ita,5,1,2,4,3,3,1,4,4,4,4,NA,3,4,2,15,14,4,5,7,2,22,2,15,2
ita,4,2,1,5,3,4,1,4,5,3,4,25,1,2,3,1,2,3,2,6,7,24,2,13,2
ita,4,3,1,4,2,3,2,4,4,1,4,35,3,2,3,1,25,2,6,5,6,28,1,8,1
ita,5,2,1,5,4,3,1,4,4,3,5,325,2,3,3,1,17,5,6,7,2,21,2,16,2
ita,5,1,2,3,1,5,2,4,4,4,5,NA,1,5,1,1,16,1,5,5,1,21,3,15,3
ita,4,2,2,4,2,5,3,3,4,3,5,NA,3,3,3,1,23,3,4,7,3,27,2,20,2
ita,5,2,3,3,5,4,2,5,4,3,4,NA,3,3,2,125,18,1,4,5,4,39,2,13,2
ita,5,1,2,5,3,5,1,5,4,4,5,NA,3,5,2,1,18,2,3,6,2,23,2,15,2
ita,4,2,2,4,2,3,3,4,3,3,3,25,2,3,3,2,25,3,4,6,6,29,1,18,1
ita,4,2,1,5,3,3,2,4,4,4,5,35,2,4,2,1,17,4,7,4,2,31,1,18,1
ita,4,2,1,4,3,4,2,4,4,4,4,45,3,4,3,2,24,5,4,5,3,23,2,19,2
ita,4,2,2,5,3,5,2,4,4,3,5,425,2,5,3,1,22,3,5,6,4,26,2,18,2
